task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,1.0,with_weights,0.116514424165395,0.056845933071374,0.076411600247336
DocumentSimilarity,LP50,1.0,without_weights,0.116514424165395,0.056845933071374,0.076411600247336
