task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,1.0,with_weights,0.032529334845613,0.010108564701932,0.015424065889128
DocumentSimilarity,LP50,1.0,without_weights,0.032529334845613,0.010108564701932,0.015424065889128
