task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,1.0,with_weights,0.100001723600603,0.039053199740845,0.056170428092122
DocumentSimilarity,LP50,1.0,without_weights,0.100001723600603,0.039053199740845,0.056170428092122
