task_name,gold_standard_file,coverage,model_name,model_configuration,accuracy
Classification,kgrc_qt900,1.0,SVM,C=100,0.964444444444444
Classification,kgrc_qt900,1.0,SVM,C=1000,0.964444444444444
Classification,kgrc_qt900,1.0,SVM,C=0.001,0.758888888888889
Classification,kgrc_qt900,1.0,SVM,C=0.01,0.758888888888889
Classification,kgrc_qt900,1.0,SVM,C=0.1,0.86
Classification,kgrc_qt900,1.0,SVM,C=1.0,0.962222222222222
Classification,kgrc_qt900,1.0,SVM,C=10.0,0.964444444444444
Classification,kgrc_qt900,1.0,SVM,C=100,0.964444444444444
Classification,kgrc_qt900,1.0,SVM,C=1000,0.964444444444444
Classification,kgrc_qt900,1.0,SVM,C=0.001,0.757777777777778
Classification,kgrc_qt900,1.0,SVM,C=0.01,0.757777777777778
Classification,kgrc_qt900,1.0,SVM,C=0.1,0.861111111111111
Classification,kgrc_qt900,1.0,SVM,C=1.0,0.957777777777778
Classification,kgrc_qt900,1.0,SVM,C=10.0,0.964444444444444
Classification,kgrc_qt900,1.0,SVM,C=100,0.964444444444444
Classification,kgrc_qt900,1.0,SVM,C=1000,0.964444444444444
