test_name task_name gold_standard_file coverage model model_configuration metric score_value
ikgrc_baseline_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_9 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.8182222222222222
ikgrc_baseline_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_9 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8846666666666666
ikgrc_baseline_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_9 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9527777777777776
ikgrc_baseline_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_9 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9665555555555556
ikgrc_baseline_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_9 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9723333333333332
ikgrc_baseline_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_9 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9723333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.8079629629629632
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.7733333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.6988888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.7998148148148149
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.7998148148148149
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.8605555555555556
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.9551851851851856
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.9609259259259256
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.9670370370370373
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.966851851851852
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8163333333333334
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8672222222222226
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6634444444444444
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7546666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7546666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8434444444444444
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9424444444444444
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9456666666666668
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9456666666666668
./experiment_qtwalk/ikgrc_rdfstar2vec_0.8_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9456666666666668
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.6788888888888891
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.6318518518518521
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.5353703703703704
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.6827777777777777
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.6827777777777777
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.7011111111111111
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.8075925925925928
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.8051851851851852
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7835185185185186
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7738888888888887
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.877777777777778
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8972222222222224
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.7334444444444446
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7765555555555553
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7765555555555553
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8951111111111112
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9849999999999998
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9868888888888888
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9868888888888888
ikgrc_rdfstar2vec_5_5_d6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9868888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.8138888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.7983333333333333
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.7096296296296296
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.8368518518518518
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.8368518518518518
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.8625925925925925
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.947222222222222
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.9564814814814816
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.9568518518518522
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.9568518518518522
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8543333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.882111111111111
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6912222222222223
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.784888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.784888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8712222222222221
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9614444444444444
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9645555555555556
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9645555555555556
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9645555555555556
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.691296296296296
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.6587037037037036
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.5551851851851851
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.7064814814814817
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.7064814814814817
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.7112962962962964
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.8040740740740743
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.7937037037037038
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7735185185185185
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7581481481481482
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8522222222222222
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8847777777777779
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.7292222222222221
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.762
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.762
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8923333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9758888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.981222222222222
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.981222222222222
./experiment_qtwalk/ikgrc_rdfstar2vec_0.4_0.4_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.981222222222222
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.6475925925925925
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.6564814814814814
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.5698148148148149
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.6590740740740741
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.6590740740740741
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.6859259259259259
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.8133333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.8090740740740742
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7857407407407406
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7814814814814814
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8798888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8896666666666666
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.7341111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7892222222222219
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7892222222222219
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.9037777777777778
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9853333333333334
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9871111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9871111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.1_0.1_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9871111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.6881481481481478
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.6624074074074073
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.5416666666666666
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.7087037037037038
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.7087037037037038
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.7201851851851853
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.8077777777777779
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.8022222222222224
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7864814814814813
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7674074074074073
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.868888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8912222222222221
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.7146666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.8045555555555556
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.8045555555555556
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.904
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9737777777777776
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9743333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9743333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.3_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9743333333333332
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.7042592592592594
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.664814814814815
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.5555555555555554
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.7124074074074074
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.7124074074074074
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.7172222222222222
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.8033333333333335
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.8046296296296298
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7733333333333331
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7664814814814813
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8767777777777779
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8774444444444447
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6845555555555556
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.8005555555555555
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw160_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.8005555555555555
