test_name task_name gold_standard_file coverage model model_configuration metric score_value
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.6751851851851851
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.686111111111111
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.7972222222222223
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.8003703703703703
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7837037037037037
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7748148148148148
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8216666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8693333333333335
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6567777777777779
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.744
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.744
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8293333333333331
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9441111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.952
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.952
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.9_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.952
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.8437037037037035
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.7785185185185187
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.6849999999999999
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.8511111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.8511111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.8775925925925929
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.951851851851852
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.9533333333333336
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.9542592592592596
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.9538888888888892
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8342222222222222
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8833333333333334
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6655555555555558
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.724
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.724
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8545555555555555
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.955777777777778
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9633333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9633333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_0.6_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9633333333333332
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 NB - accuracy 0.6625925925925925
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.6359259259259259
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.5612962962962962
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.6416666666666668
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.6416666666666668
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.6588888888888891
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.7751851851851853
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.7840740740740741
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7622222222222221
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7603703703703701
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 NB - accuracy 0.7928888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8565555555555555
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 C45 - accuracy 0.6505555555555557
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7271111111111113
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7271111111111113
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.7996666666666666
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.913777777777778
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9292222222222218
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9287777777777778
./experiment_qtwalk/ikgrc_rdfstar2vec_1.0_1.0_remove_Person_Place_Object_wang2vec_100_cosine_2_2 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9287777777777778
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.8324074074074075
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.7898148148148147
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.6681481481481482
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.8637037037037038
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.8637037037037038
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.8831481481481482
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.9512962962962964
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.9585185185185184
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.959074074074074
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.959074074074074
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8562222222222221
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8797777777777777
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6709999999999999
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7302222222222221
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7302222222222221
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.864666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9591111111111112
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9698888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9698888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.5_0.5_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9698888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.6918518518518517
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.653888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.5377777777777779
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.708888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.708888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.7166666666666666
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.8196296296296295
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.8138888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.7851851851851852
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.7766666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8546666666666665
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8838888888888891
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6877777777777779
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7614444444444444
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7614444444444444
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8688888888888888
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.964222222222222
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9673333333333336
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.9674444444444448
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_0.6_remove_Person_Place_Object_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.9674444444444448
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.8550000000000001
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.7929629629629629
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.6796296296296295
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.875925925925926
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.875925925925926
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.8927777777777779
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.9468518518518516
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.9561111111111114
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.9592592592592594
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.9592592592592594
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8585555555555558
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8774444444444447
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6904444444444444
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7416666666666667
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7416666666666667
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8677777777777779
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.959
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.965888888888889
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.965888888888889
./ikgrc_embeddings/ikgrc_rdfstar2vec_5_5_nw140_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.965888888888889
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.8120370370370372
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 KNN K=3 accuracy 0.7761111111111114
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 C45 - accuracy 0.6790740740740742
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.001 accuracy 0.8320370370370374
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.01 accuracy 0.8320370370370374
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=0.1 accuracy 0.8788888888888892
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1.0 accuracy 0.9531481481481484
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=10.0 accuracy 0.9642592592592594
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=100 accuracy 0.961296296296296
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 SVM C=1000 accuracy 0.961296296296296
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 NB - accuracy 0.8014444444444445
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 KNN K=3 accuracy 0.8715555555555557
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 C45 - accuracy 0.6927777777777779
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.001 accuracy 0.7080000000000001
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.01 accuracy 0.7080000000000001
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=0.1 accuracy 0.8216666666666665
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1.0 accuracy 0.9342222222222224
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=10.0 accuracy 0.9478888888888892
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=100 accuracy 0.947666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.9_0.1_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_qt900 1.0 SVM C=1000 accuracy 0.947666666666667
./experiment_qtwalk/ikgrc_rdfstar2vec_0.7_1.0_remove_Situation_Statement_Thought_wang2vec_100_cosine_2_1 Classification kgrc_person_object_place 1.0 NB - accuracy 0.8131481481481482
