task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,1.0,with_weights,0.029950327461406,0.003188703729551,0.005763760583533
DocumentSimilarity,LP50,1.0,without_weights,0.029950327461406,0.003188703729551,0.005763760583533
